Generation,Version,TargetFramework,Api,Operator
Net50,5.0.0,net5.0,Queryable,SkipLast
Net50,5.0.0,net5.0,Queryable,SkipWhile
Net50,5.0.0,net5.0,Queryable,Sum
Net50,5.0.0,net5.0,Queryable,Take
Net50,5.0.0,net5.0,Queryable,TakeLast
Net50,5.0.0,net5.0,Queryable,TakeWhile
Net50,5.0.0,net5.0,Queryable,ThenBy
Net50,5.0.0,net5.0,Queryable,ThenByDescending
Net50,5.0.0,net5.0,Queryable,Union
Net50,5.0.0,net5.0,Queryable,Where
Net50,5.0.0,net5.0,Queryable,Zip
Net60,6.0.36,net6.0,Enumerable,Aggregate
Net60,6.0.36,net6.0,Enumerable,All
Net60,6.0.36,net6.0,Enumerable,Any
Net60,6.0.36,net6.0,Enumerable,Append
Net60,6.0.36,net6.0,Enumerable,AsEnumerable
Net60,6.0.36,net6.0,Enumerable,Average
Net60,6.0.36,net6.0,Enumerable,Cast
Net60,6.0.36,net6.0,Enumerable,Chunk
Net60,6.0.36,net6.0,Enumerable,Concat
Net60,6.0.36,net6.0,Enumerable,Contains
Net60,6.0.36,net6.0,Enumerable,Count
Net60,6.0.36,net6.0,Enumerable,DefaultIfEmpty
Net60,6.0.36,net6.0,Enumerable,Distinct
Net60,6.0.36,net6.0,Enumerable,DistinctBy
Net60,6.0.36,net6.0,Enumerable,ElementAt
Net60,6.0.36,net6.0,Enumerable,ElementAtOrDefault
Net60,6.0.36,net6.0,Enumerable,Empty
Net60,6.0.36,net6.0,Enumerable,Except
Net60,6.0.36,net6.0,Enumerable,ExceptBy
Net60,6.0.36,net6.0,Enumerable,First
Net60,6.0.36,net6.0,Enumerable,FirstOrDefault
Net60,6.0.36,net6.0,Enumerable,GroupBy
Net60,6.0.36,net6.0,Enumerable,GroupJoin
Net60,6.0.36,net6.0,Enumerable,Intersect
Net60,6.0.36,net6.0,Enumerable,IntersectBy
Net60,6.0.36,net6.0,Enumerable,Join
Net60,6.0.36,net6.0,Enumerable,Last
Net60,6.0.36,net6.0,Enumerable,LastOrDefault
Net60,6.0.36,net6.0,Enumerable,LongCount
Net60,6.0.36,net6.0,Enumerable,Max
Net60,6.0.36,net6.0,Enumerable,MaxBy
Net60,6.0.36,net6.0,Enumerable,Min
Net60,6.0.36,net6.0,Enumerable,MinBy
Net60,6.0.36,net6.0,Enumerable,OfType
Net60,6.0.36,net6.0,Enumerable,OrderBy
Net60,6.0.36,net6.0,Enumerable,OrderByDescending
Net60,6.0.36,net6.0,Enumerable,Prepend
Net60,6.0.36,net6.0,Enumerable,Range
Net60,6.0.36,net6.0,Enumerable,Repeat
Net60,6.0.36,net6.0,Enumerable,Reverse
Net60,6.0.36,net6.0,Enumerable,Select
Net60,6.0.36,net6.0,Enumerable,SelectMany
Net60,6.0.36,net6.0,Enumerable,SequenceEqual
Net60,6.0.36,net6.0,Enumerable,Single
Net60,6.0.36,net6.0,Enumerable,SingleOrDefault
Net60,6.0.36,net6.0,Enumerable,Skip
Net60,6.0.36,net6.0,Enumerable,SkipLast
Net60,6.0.36,net6.0,Enumerable,SkipWhile
Net60,6.0.36,net6.0,Enumerable,Sum
Net60,6.0.36,net6.0,Enumerable,Take
Net60,6.0.36,net6.0,Enumerable,TakeLast
Net60,6.0.36,net6.0,Enumerable,TakeWhile
Net60,6.0.36,net6.0,Enumerable,ThenBy
Net60,6.0.36,net6.0,Enumerable,ThenByDescending
Net60,6.0.36,net6.0,Enumerable,ToArray
Net60,6.0.36,net6.0,Enumerable,ToDictionary
Net60,6.0.36,net6.0,Enumerable,ToHashSet
Net60,6.0.36,net6.0,Enumerable,ToList
Net60,6.0.36,net6.0,Enumerable,ToLookup
Net60,6.0.36,net6.0,Enumerable,TryGetNonEnumeratedCount
Net60,6.0.36,net6.0,Enumerable,Union
Net60,6.0.36,net6.0,Enumerable,UnionBy
Net60,6.0.36,net6.0,Enumerable,Where
Net60,6.0.36,net6.0,Enumerable,Zip
Net60,6.0.36,net6.0,Queryable,Aggregate
Net60,6.0.36,net6.0,Queryable,All
Net60,6.0.36,net6.0,Queryable,Any
Net60,6.0.36,net6.0,Queryable,Append
Net60,6.0.36,net6.0,Queryable,AsQueryable
Net60,6.0.36,net6.0,Queryable,Average
Net60,6.0.36,net6.0,Queryable,Cast
Net60,6.0.36,net6.0,Queryable,Chunk
Net60,6.0.36,net6.0,Queryable,Concat
Net60,6.0.36,net6.0,Queryable,Contains
Net60,6.0.36,net6.0,Queryable,Count
Net60,6.0.36,net6.0,Queryable,DefaultIfEmpty
Net60,6.0.36,net6.0,Queryable,Distinct
Net60,6.0.36,net6.0,Queryable,DistinctBy
Net60,6.0.36,net6.0,Queryable,ElementAt
Net60,6.0.36,net6.0,Queryable,ElementAtOrDefault
Net60,6.0.36,net6.0,Queryable,Except
Net60,6.0.36,net6.0,Queryable,ExceptBy
Net60,6.0.36,net6.0,Queryable,First
Net60,6.0.36,net6.0,Queryable,FirstOrDefault
Net60,6.0.36,net6.0,Queryable,GroupBy
Net60,6.0.36,net6.0,Queryable,GroupJoin
Net60,6.0.36,net6.0,Queryable,Intersect
Net60,6.0.36,net6.0,Queryable,IntersectBy
Net60,6.0.36,net6.0,Queryable,Join
Net60,6.0.36,net6.0,Queryable,Last
Net60,6.0.36,net6.0,Queryable,LastOrDefault
Net60,6.0.36,net6.0,Queryable,LongCount
Net60,6.0.36,net6.0,Queryable,Max
Net60,6.0.36,net6.0,Queryable,MaxBy
Net60,6.0.36,net6.0,Queryable,Min
Net60,6.0.36,net6.0,Queryable,MinBy
Net60,6.0.36,net6.0,Queryable,OfType
Net60,6.0.36,net6.0,Queryable,OrderBy
Net60,6.0.36,net6.0,Queryable,OrderByDescending
Net60,6.0.36,net6.0,Queryable,Prepend
Net60,6.0.36,net6.0,Queryable,Reverse
Net60,6.0.36,net6.0,Queryable,Select
Net60,6.0.36,net6.0,Queryable,SelectMany
Net60,6.0.36,net6.0,Queryable,SequenceEqual
Net60,6.0.36,net6.0,Queryable,Single
Net60,6.0.36,net6.0,Queryable,SingleOrDefault
Net60,6.0.36,net6.0,Queryable,Skip
Net60,6.0.36,net6.0,Queryable,SkipLast
Net60,6.0.36,net6.0,Queryable,SkipWhile
Net60,6.0.36,net6.0,Queryable,Sum
Net60,6.0.36,net6.0,Queryable,Take
Net60,6.0.36,net6.0,Queryable,TakeLast
Net60,6.0.36,net6.0,Queryable,TakeWhile
Net60,6.0.36,net6.0,Queryable,ThenBy
Net60,6.0.36,net6.0,Queryable,ThenByDescending
Net60,6.0.36,net6.0,Queryable,Union
Net60,6.0.36,net6.0,Queryable,UnionBy
Net60,6.0.36,net6.0,Queryable,Where
Net60,6.0.36,net6.0,Queryable,Zip
Net80,8.0.13,net8.0,Enumerable,Aggregate
Net80,8.0.13,net8.0,Enumerable,All
Net80,8.0.13,net8.0,Enumerable,Any
Net80,8.0.13,net8.0,Enumerable,Append
Net80,8.0.13,net8.0,Enumerable,AsEnumerable
Net80,8.0.13,net8.0,Enumerable,Average
Net80,8.0.13,net8.0,Enumerable,Cast
Net80,8.0.13,net8.0,Enumerable,Chunk
Net80,8.0.13,net8.0,Enumerable,Concat
Net80,8.0.13,net8.0,Enumerable,Contains
Net80,8.0.13,net8.0,Enumerable,Count
Net80,8.0.13,net8.0,Enumerable,DefaultIfEmpty
Net80,8.0.13,net8.0,Enumerable,Distinct
Net80,8.0.13,net8.0,Enumerable,DistinctBy
Net80,8.0.13,net8.0,Enumerable,ElementAt
Net80,8.0.13,net8.0,Enumerable,ElementAtOrDefault
Net80,8.0.13,net8.0,Enumerable,Empty
Net80,8.0.13,net8.0,Enumerable,Except
Net80,8.0.13,net8.0,Enumerable,ExceptBy
Net80,8.0.13,net8.0,Enumerable,First
Net80,8.0.13,net8.0,Enumerable,FirstOrDefault
Net80,8.0.13,net8.0,Enumerable,GroupBy
Net80,8.0.13,net8.0,Enumerable,GroupJoin
Net80,8.0.13,net8.0,Enumerable,Intersect
Net80,8.0.13,net8.0,Enumerable,IntersectBy
Net80,8.0.13,net8.0,Enumerable,Join
Net80,8.0.13,net8.0,Enumerable,Last
Net80,8.0.13,net8.0,Enumerable,LastOrDefault
Net80,8.0.13,net8.0,Enumerable,LongCount
Net80,8.0.13,net8.0,Enumerable,Max
Net80,8.0.13,net8.0,Enumerable,MaxBy
Net80,8.0.13,net8.0,Enumerable,Min
Net80,8.0.13,net8.0,Enumerable,MinBy
Net80,8.0.13,net8.0,Enumerable,OfType
Net80,8.0.13,net8.0,Enumerable,Order
Net80,8.0.13,net8.0,Enumerable,OrderBy
Net80,8.0.13,net8.0,Enumerable,OrderByDescending
Net80,8.0.13,net8.0,Enumerable,OrderDescending
Net80,8.0.13,net8.0,Enumerable,Prepend
Net80,8.0.13,net8.0,Enumerable,Range
Net80,8.0.13,net8.0,Enumerable,Repeat
Net80,8.0.13,net8.0,Enumerable,Reverse
Net80,8.0.13,net8.0,Enumerable,Select
Net80,8.0.13,net8.0,Enumerable,SelectMany
Net80,8.0.13,net8.0,Enumerable,SequenceEqual
Net80,8.0.13,net8.0,Enumerable,Single
Net80,8.0.13,net8.0,Enumerable,SingleOrDefault
Net80,8.0.13,net8.0,Enumerable,Skip
Net80,8.0.13,net8.0,Enumerable,SkipLast
Net80,8.0.13,net8.0,Enumerable,SkipWhile
Net80,8.0.13,net8.0,Enumerable,Sum
Net80,8.0.13,net8.0,Enumerable,Take
Net80,8.0.13,net8.0,Enumerable,TakeLast
Net80,8.0.13,net8.0,Enumerable,TakeWhile
Net80,8.0.13,net8.0,Enumerable,ThenBy
Net80,8.0.13,net8.0,Enumerable,ThenByDescending
Net80,8.0.13,net8.0,Enumerable,ToArray
Net80,8.0.13,net8.0,Enumerable,ToDictionary
Net80,8.0.13,net8.0,Enumerable,ToHashSet
Net80,8.0.13,net8.0,Enumerable,ToList
Net80,8.0.13,net8.0,Enumerable,ToLookup
Net80,8.0.13,net8.0,Enumerable,TryGetNonEnumeratedCount
Net80,8.0.13,net8.0,Enumerable,Union
Net80,8.0.13,net8.0,Enumerable,UnionBy
Net80,8.0.13,net8.0,Enumerable,Where
Net80,8.0.13,net8.0,Enumerable,Zip
Net80,8.0.13,net8.0,Queryable,Aggregate
Net80,8.0.13,net8.0,Queryable,All
Net80,8.0.13,net8.0,Queryable,Any
Net80,8.0.13,net8.0,Queryable,Append
Net80,8.0.13,net8.0,Queryable,AsQueryable
Net80,8.0.13,net8.0,Queryable,Average
Net80,8.0.13,net8.0,Queryable,Cast
Net80,8.0.13,net8.0,Queryable,Chunk
Net80,8.0.13,net8.0,Queryable,Concat
Net80,8.0.13,net8.0,Queryable,Contains
Net80,8.0.13,net8.0,Queryable,Count
Net80,8.0.13,net8.0,Queryable,DefaultIfEmpty
Net80,8.0.13,net8.0,Queryable,Distinct
Net80,8.0.13,net8.0,Queryable,DistinctBy
Net80,8.0.13,net8.0,Queryable,ElementAt
Net80,8.0.13,net8.0,Queryable,ElementAtOrDefault
Net80,8.0.13,net8.0,Queryable,Except
Net80,8.0.13,net8.0,Queryable,ExceptBy
Net80,8.0.13,net8.0,Queryable,First
Net80,8.0.13,net8.0,Queryable,FirstOrDefault
Net80,8.0.13,net8.0,Queryable,GroupBy
Net80,8.0.13,net8.0,Queryable,GroupJoin
Net80,8.0.13,net8.0,Queryable,Intersect
Net80,8.0.13,net8.0,Queryable,IntersectBy
Net80,8.0.13,net8.0,Queryable,Join
Net80,8.0.13,net8.0,Queryable,Last
Net80,8.0.13,net8.0,Queryable,LastOrDefault
Net80,8.0.13,net8.0,Queryable,LongCount
Net80,8.0.13,net8.0,Queryable,Max
Net80,8.0.13,net8.0,Queryable,MaxBy
Net80,8.0.13,net8.0,Queryable,Min
Net80,8.0.13,net8.0,Queryable,MinBy
Net80,8.0.13,net8.0,Queryable,OfType
Net80,8.0.13,net8.0,Queryable,Order
Net80,8.0.13,net8.0,Queryable,OrderBy
Net80,8.0.13,net8.0,Queryable,OrderByDescending
Net80,8.0.13,net8.0,Queryable,OrderDescending
Net80,8.0.13,net8.0,Queryable,Prepend
Net80,8.0.13,net8.0,Queryable,Reverse
Net80,8.0.13,net8.0,Queryable,Select
Net80,8.0.13,net8.0,Queryable,SelectMany
Net80,8.0.13,net8.0,Queryable,SequenceEqual
Net80,8.0.13,net8.0,Queryable,Single
Net80,8.0.13,net8.0,Queryable,SingleOrDefault
Net80,8.0.13,net8.0,Queryable,Skip
Net80,8.0.13,net8.0,Queryable,SkipLast
Net80,8.0.13,net8.0,Queryable,SkipWhile
Net80,8.0.13,net8.0,Queryable,Sum
Net80,8.0.13,net8.0,Queryable,Take
Net80,8.0.13,net8.0,Queryable,TakeLast
Net80,8.0.13,net8.0,Queryable,TakeWhile
Net80,8.0.13,net8.0,Queryable,ThenBy
Net80,8.0.13,net8.0,Queryable,ThenByDescending
Net80,8.0.13,net8.0,Queryable,Union
Net80,8.0.13,net8.0,Queryable,UnionBy
Net80,8.0.13,net8.0,Queryable,Where
Net80,8.0.13,net8.0,Queryable,Zip
Net90,9.0.2,net9.0,Enumerable,Aggregate
Net90,9.0.2,net9.0,Enumerable,AggregateBy
Net90,9.0.2,net9.0,Enumerable,All
Net90,9.0.2,net9.0,Enumerable,Any
Net90,9.0.2,net9.0,Enumerable,Append
Net90,9.0.2,net9.0,Enumerable,AsEnumerable
Net90,9.0.2,net9.0,Enumerable,Average
Net90,9.0.2,net9.0,Enumerable,Cast
Net90,9.0.2,net9.0,Enumerable,Chunk
Net90,9.0.2,net9.0,Enumerable,Concat
Net90,9.0.2,net9.0,Enumerable,Contains
Net90,9.0.2,net9.0,Enumerable,Count
Net90,9.0.2,net9.0,Enumerable,CountBy
Net90,9.0.2,net9.0,Enumerable,DefaultIfEmpty
Net90,9.0.2,net9.0,Enumerable,Distinct
Net90,9.0.2,net9.0,Enumerable,DistinctBy
Net90,9.0.2,net9.0,Enumerable,ElementAt
Net90,9.0.2,net9.0,Enumerable,ElementAtOrDefault
Net90,9.0.2,net9.0,Enumerable,Empty
Net90,9.0.2,net9.0,Enumerable,Except
Net90,9.0.2,net9.0,Enumerable,ExceptBy
Net90,9.0.2,net9.0,Enumerable,First
Net90,9.0.2,net9.0,Enumerable,FirstOrDefault
Net90,9.0.2,net9.0,Enumerable,GroupBy
Net90,9.0.2,net9.0,Enumerable,GroupJoin
Net90,9.0.2,net9.0,Enumerable,Index
Net90,9.0.2,net9.0,Enumerable,Intersect
Net90,9.0.2,net9.0,Enumerable,IntersectBy
Net90,9.0.2,net9.0,Enumerable,Join
Net90,9.0.2,net9.0,Enumerable,Last
Net90,9.0.2,net9.0,Enumerable,LastOrDefault
Net90,9.0.2,net9.0,Enumerable,LongCount
Net90,9.0.2,net9.0,Enumerable,Max
Net90,9.0.2,net9.0,Enumerable,MaxBy
Net90,9.0.2,net9.0,Enumerable,Min
Net90,9.0.2,net9.0,Enumerable,MinBy
Net90,9.0.2,net9.0,Enumerable,OfType
Net90,9.0.2,net9.0,Enumerable,Order
Net90,9.0.2,net9.0,Enumerable,OrderBy
Net90,9.0.2,net9.0,Enumerable,OrderByDescending
Net90,9.0.2,net9.0,Enumerable,OrderDescending
Net90,9.0.2,net9.0,Enumerable,Prepend
Net90,9.0.2,net9.0,Enumerable,Range
Net90,9.0.2,net9.0,Enumerable,Repeat
Net90,9.0.2,net9.0,Enumerable,Reverse
Net90,9.0.2,net9.0,Enumerable,Select
Net90,9.0.2,net9.0,Enumerable,SelectMany
Net90,9.0.2,net9.0,Enumerable,SequenceEqual
Net90,9.0.2,net9.0,Enumerable,Single
Net90,9.0.2,net9.0,Enumerable,SingleOrDefault
Net90,9.0.2,net9.0,Enumerable,Skip
Net90,9.0.2,net9.0,Enumerable,SkipLast
Net90,9.0.2,net9.0,Enumerable,SkipWhile
Net90,9.0.2,net9.0,Enumerable,Sum
Net90,9.0.2,net9.0,Enumerable,Take
Net90,9.0.2,net9.0,Enumerable,TakeLast
Net90,9.0.2,net9.0,Enumerable,TakeWhile
Net90,9.0.2,net9.0,Enumerable,ThenBy
Net90,9.0.2,net9.0,Enumerable,ThenByDescending
Net90,9.0.2,net9.0,Enumerable,ToArray
Net90,9.0.2,net9.0,Enumerable,ToDictionary
Net90,9.0.2,net9.0,Enumerable,ToHashSet
Net90,9.0.2,net9.0,Enumerable,ToList
Net90,9.0.2,net9.0,Enumerable,ToLookup
Net90,9.0.2,net9.0,Enumerable,TryGetNonEnumeratedCount
Net90,9.0.2,net9.0,Enumerable,Union
Net90,9.0.2,net9.0,Enumerable,UnionBy
Net90,9.0.2,net9.0,Enumerable,Where
Net90,9.0.2,net9.0,Enumerable,Zip
Net90,9.0.2,net9.0,Queryable,Aggregate
Net90,9.0.2,net9.0,Queryable,AggregateBy
Net90,9.0.2,net9.0,Queryable,All
Net90,9.0.2,net9.0,Queryable,Any
Net90,9.0.2,net9.0,Queryable,Append
Net90,9.0.2,net9.0,Queryable,AsQueryable
Net90,9.0.2,net9.0,Queryable,Average
Net90,9.0.2,net9.0,Queryable,Cast
Net90,9.0.2,net9.0,Queryable,Chunk
Net90,9.0.2,net9.0,Queryable,Concat
Net90,9.0.2,net9.0,Queryable,Contains
Net90,9.0.2,net9.0,Queryable,Count
Net90,9.0.2,net9.0,Queryable,CountBy
Net90,9.0.2,net9.0,Queryable,DefaultIfEmpty
Net90,9.0.2,net9.0,Queryable,Distinct
Net90,9.0.2,net9.0,Queryable,DistinctBy
Net90,9.0.2,net9.0,Queryable,ElementAt
Net90,9.0.2,net9.0,Queryable,ElementAtOrDefault
Net90,9.0.2,net9.0,Queryable,Except
Net90,9.0.2,net9.0,Queryable,ExceptBy
Net90,9.0.2,net9.0,Queryable,First
Net90,9.0.2,net9.0,Queryable,FirstOrDefault
Net90,9.0.2,net9.0,Queryable,GroupBy
Net90,9.0.2,net9.0,Queryable,GroupJoin
Net90,9.0.2,net9.0,Queryable,Index
Net90,9.0.2,net9.0,Queryable,Intersect
Net90,9.0.2,net9.0,Queryable,IntersectBy
Net90,9.0.2,net9.0,Queryable,Join
Net90,9.0.2,net9.0,Queryable,Last
Net90,9.0.2,net9.0,Queryable,LastOrDefault
Net90,9.0.2,net9.0,Queryable,LongCount
Net90,9.0.2,net9.0,Queryable,Max
Net90,9.0.2,net9.0,Queryable,MaxBy
Net90,9.0.2,net9.0,Queryable,Min
Net90,9.0.2,net9.0,Queryable,MinBy
Net90,9.0.2,net9.0,Queryable,OfType
Net90,9.0.2,net9.0,Queryable,Order
Net90,9.0.2,net9.0,Queryable,OrderBy
Net90,9.0.2,net9.0,Queryable,OrderByDescending
Net90,9.0.2,net9.0,Queryable,OrderDescending
Net90,9.0.2,net9.0,Queryable,Prepend
Net90,9.0.2,net9.0,Queryable,Reverse
Net90,9.0.2,net9.0,Queryable,Select
Net90,9.0.2,net9.0,Queryable,SelectMany
Net90,9.0.2,net9.0,Queryable,SequenceEqual
Net90,9.0.2,net9.0,Queryable,Single
Net90,9.0.2,net9.0,Queryable,SingleOrDefault
Net90,9.0.2,net9.0,Queryable,Skip
Net90,9.0.2,net9.0,Queryable,SkipLast
Net90,9.0.2,net9.0,Queryable,SkipWhile
Net90,9.0.2,net9.0,Queryable,Sum
Net90,9.0.2,net9.0,Queryable,Take
Net90,9.0.2,net9.0,Queryable,TakeLast
Net90,9.0.2,net9.0,Queryable,TakeWhile
Net90,9.0.2,net9.0,Queryable,ThenBy
Net90,9.0.2,net9.0,Queryable,ThenByDescending
Net90,9.0.2,net9.0,Queryable,Union
Net90,9.0.2,net9.0,Queryable,UnionBy
Net90,9.0.2,net9.0,Queryable,Where
Net90,9.0.2,net9.0,Queryable,Zip
Net100,10.0.10,net10.0,Enumerable,Aggregate
Net100,10.0.10,net10.0,Enumerable,AggregateBy
Net100,10.0.10,net10.0,Enumerable,All
Net100,10.0.10,net10.0,Enumerable,Any
Net100,10.0.10,net10.0,Enumerable,Append
Net100,10.0.10,net10.0,Enumerable,AsEnumerable
Net100,10.0.10,net10.0,Enumerable,Average
Net100,10.0.10,net10.0,Enumerable,Cast
Net100,10.0.10,net10.0,Enumerable,Chunk
Net100,10.0.10,net10.0,Enumerable,Concat
Net100,10.0.10,net10.0,Enumerable,Contains
Net100,10.0.10,net10.0,Enumerable,Count
Net100,10.0.10,net10.0,Enumerable,CountBy
Net100,10.0.10,net10.0,Enumerable,DefaultIfEmpty
Net100,10.0.10,net10.0,Enumerable,Distinct
Net100,10.0.10,net10.0,Enumerable,DistinctBy
Net100,10.0.10,net10.0,Enumerable,ElementAt
Net100,10.0.10,net10.0,Enumerable,ElementAtOrDefault
Net100,10.0.10,net10.0,Enumerable,Empty
Net100,10.0.10,net10.0,Enumerable,Except
Net100,10.0.10,net10.0,Enumerable,ExceptBy
Net100,10.0.10,net10.0,Enumerable,First
Net100,10.0.10,net10.0,Enumerable,FirstOrDefault
Net100,10.0.10,net10.0,Enumerable,GroupBy
Net100,10.0.10,net10.0,Enumerable,GroupJoin
Net100,10.0.10,net10.0,Enumerable,Index
Net100,10.0.10,net10.0,Enumerable,InfiniteSequence
Net100,10.0.10,net10.0,Enumerable,Intersect
Net100,10.0.10,net10.0,Enumerable,IntersectBy
Net100,10.0.10,net10.0,Enumerable,Join
Net100,10.0.10,net10.0,Enumerable,Last
Net100,10.0.10,net10.0,Enumerable,LastOrDefault
Net100,10.0.10,net10.0,Enumerable,LeftJoin
Net100,10.0.10,net10.0,Enumerable,LongCount
Net100,10.0.10,net10.0,Enumerable,Max
Net100,10.0.10,net10.0,Enumerable,MaxBy
Net100,10.0.10,net10.0,Enumerable,Min
Net100,10.0.10,net10.0,Enumerable,MinBy
Net100,10.0.10,net10.0,Enumerable,OfType
Net100,10.0.10,net10.0,Enumerable,Order
Net100,10.0.10,net10.0,Enumerable,OrderBy
Net100,10.0.10,net10.0,Enumerable,OrderByDescending
Net100,10.0.10,net10.0,Enumerable,OrderDescending
Net100,10.0.10,net10.0,Enumerable,Prepend
Net100,10.0.10,net10.0,Enumerable,Range
Net100,10.0.10,net10.0,Enumerable,Repeat
Net100,10.0.10,net10.0,Enumerable,Reverse
Net100,10.0.10,net10.0,Enumerable,RightJoin
Net100,10.0.10,net10.0,Enumerable,Select
Net100,10.0.10,net10.0,Enumerable,SelectMany
Net100,10.0.10,net10.0,Enumerable,Sequence
Net100,10.0.10,net10.0,Enumerable,SequenceEqual
Net100,10.0.10,net10.0,Enumerable,Shuffle
Net100,10.0.10,net10.0,Enumerable,Single
Net100,10.0.10,net10.0,Enumerable,SingleOrDefault
Net100,10.0.10,net10.0,Enumerable,Skip
Net100,10.0.10,net10.0,Enumerable,SkipLast
Net100,10.0.10,net10.0,Enumerable,SkipWhile
Net100,10.0.10,net10.0,Enumerable,Sum
Net100,10.0.10,net10.0,Enumerable,Take
Net100,10.0.10,net10.0,Enumerable,TakeLast
Net100,10.0.10,net10.0,Enumerable,TakeWhile
Net100,10.0.10,net10.0,Enumerable,ThenBy
Net100,10.0.10,net10.0,Enumerable,ThenByDescending
Net100,10.0.10,net10.0,Enumerable,ToArray
Net100,10.0.10,net10.0,Enumerable,ToDictionary
Net100,10.0.10,net10.0,Enumerable,ToHashSet
Net100,10.0.10,net10.0,Enumerable,ToList
Net100,10.0.10,net10.0,Enumerable,ToLookup
Net100,10.0.10,net10.0,Enumerable,TryGetNonEnumeratedCount
Net100,10.0.10,net10.0,Enumerable,Union
Net100,10.0.10,net10.0,Enumerable,UnionBy
Net100,10.0.10,net10.0,Enumerable,Where
Net100,10.0.10,net10.0,Enumerable,Zip
Net100,10.0.10,net10.0,Queryable,Aggregate
Net100,10.0.10,net10.0,Queryable,AggregateBy
Net100,10.0.10,net10.0,Queryable,All
Net100,10.0.10,net10.0,Queryable,Any
Net100,10.0.10,net10.0,Queryable,Append
Net100,10.0.10,net10.0,Queryable,AsQueryable
Net100,10.0.10,net10.0,Queryable,Average
Net100,10.0.10,net10.0,Queryable,Cast
Net100,10.0.10,net10.0,Queryable,Chunk
Net100,10.0.10,net10.0,Queryable,Concat
Net100,10.0.10,net10.0,Queryable,Contains
Net100,10.0.10,net10.0,Queryable,Count
Net100,10.0.10,net10.0,Queryable,CountBy
Net100,10.0.10,net10.0,Queryable,DefaultIfEmpty
Net100,10.0.10,net10.0,Queryable,Distinct
Net100,10.0.10,net10.0,Queryable,DistinctBy
Net100,10.0.10,net10.0,Queryable,ElementAt
Net100,10.0.10,net10.0,Queryable,ElementAtOrDefault
Net100,10.0.10,net10.0,Queryable,Except
Net100,10.0.10,net10.0,Queryable,ExceptBy
Net100,10.0.10,net10.0,Queryable,First
Net100,10.0.10,net10.0,Queryable,FirstOrDefault
Net100,10.0.10,net10.0,Queryable,GroupBy
Net100,10.0.10,net10.0,Queryable,GroupJoin
Net100,10.0.10,net10.0,Queryable,Index
Net100,10.0.10,net10.0,Queryable,Intersect
Net100,10.0.10,net10.0,Queryable,IntersectBy
Net100,10.0.10,net10.0,Queryable,Join
Net100,10.0.10,net10.0,Queryable,Last
Net100,10.0.10,net10.0,Queryable,LastOrDefault
Net100,10.0.10,net10.0,Queryable,LeftJoin
Net100,10.0.10,net10.0,Queryable,LongCount
Net100,10.0.10,net10.0,Queryable,Max
Net100,10.0.10,net10.0,Queryable,MaxBy
Net100,10.0.10,net10.0,Queryable,Min
Net100,10.0.10,net10.0,Queryable,MinBy
Net100,10.0.10,net10.0,Queryable,OfType
Net100,10.0.10,net10.0,Queryable,Order
Net100,10.0.10,net10.0,Queryable,OrderBy
Net100,10.0.10,net10.0,Queryable,OrderByDescending
Net100,10.0.10,net10.0,Queryable,OrderDescending
Net100,10.0.10,net10.0,Queryable,Prepend
Net100,10.0.10,net10.0,Queryable,Reverse
Net100,10.0.10,net10.0,Queryable,RightJoin
Net100,10.0.10,net10.0,Queryable,Select
Net100,10.0.10,net10.0,Queryable,SelectMany
Net100,10.0.10,net10.0,Queryable,SequenceEqual
Net100,10.0.10,net10.0,Queryable,Shuffle
Net100,10.0.10,net10.0,Queryable,Single
Net100,10.0.10,net10.0,Queryable,SingleOrDefault
Net100,10.0.10,net10.0,Queryable,Skip
Net100,10.0.10,net10.0,Queryable,SkipLast
Net100,10.0.10,net10.0,Queryable,SkipWhile
Net100,10.0.10,net10.0,Queryable,Sum
Net100,10.0.10,net10.0,Queryable,Take
Net100,10.0.10,net10.0,Queryable,TakeLast
Net100,10.0.10,net10.0,Queryable,TakeWhile
Net100,10.0.10,net10.0,Queryable,ThenBy
Net100,10.0.10,net10.0,Queryable,ThenByDescending
Net100,10.0.10,net10.0,Queryable,Union
Net100,10.0.10,net10.0,Queryable,UnionBy
Net100,10.0.10,net10.0,Queryable,Where
Net100,10.0.10,net10.0,Queryable,Zip
