Generation,Version,TargetFramework,Api,Operator
NetFramework471,v4.7.1,v4.7.1,Enumerable,Repeat
NetFramework471,v4.7.1,v4.7.1,Enumerable,Reverse
NetFramework471,v4.7.1,v4.7.1,Enumerable,Select
NetFramework471,v4.7.1,v4.7.1,Enumerable,SelectMany
NetFramework471,v4.7.1,v4.7.1,Enumerable,SequenceEqual
NetFramework471,v4.7.1,v4.7.1,Enumerable,Single
NetFramework471,v4.7.1,v4.7.1,Enumerable,SingleOrDefault
NetFramework471,v4.7.1,v4.7.1,Enumerable,Skip
NetFramework471,v4.7.1,v4.7.1,Enumerable,SkipWhile
NetFramework471,v4.7.1,v4.7.1,Enumerable,Sum
NetFramework471,v4.7.1,v4.7.1,Enumerable,Take
NetFramework471,v4.7.1,v4.7.1,Enumerable,TakeWhile
NetFramework471,v4.7.1,v4.7.1,Enumerable,ThenBy
NetFramework471,v4.7.1,v4.7.1,Enumerable,ThenByDescending
NetFramework471,v4.7.1,v4.7.1,Enumerable,ToArray
NetFramework471,v4.7.1,v4.7.1,Enumerable,ToDictionary
NetFramework471,v4.7.1,v4.7.1,Enumerable,ToList
NetFramework471,v4.7.1,v4.7.1,Enumerable,ToLookup
NetFramework471,v4.7.1,v4.7.1,Enumerable,Union
NetFramework471,v4.7.1,v4.7.1,Enumerable,Where
NetFramework471,v4.7.1,v4.7.1,Enumerable,Zip
NetFramework471,v4.7.1,v4.7.1,Queryable,Aggregate
NetFramework471,v4.7.1,v4.7.1,Queryable,All
NetFramework471,v4.7.1,v4.7.1,Queryable,Any
NetFramework471,v4.7.1,v4.7.1,Queryable,AsQueryable
NetFramework471,v4.7.1,v4.7.1,Queryable,Average
NetFramework471,v4.7.1,v4.7.1,Queryable,Cast
NetFramework471,v4.7.1,v4.7.1,Queryable,Concat
NetFramework471,v4.7.1,v4.7.1,Queryable,Contains
NetFramework471,v4.7.1,v4.7.1,Queryable,Count
NetFramework471,v4.7.1,v4.7.1,Queryable,DefaultIfEmpty
NetFramework471,v4.7.1,v4.7.1,Queryable,Distinct
NetFramework471,v4.7.1,v4.7.1,Queryable,ElementAt
NetFramework471,v4.7.1,v4.7.1,Queryable,ElementAtOrDefault
NetFramework471,v4.7.1,v4.7.1,Queryable,Except
NetFramework471,v4.7.1,v4.7.1,Queryable,First
NetFramework471,v4.7.1,v4.7.1,Queryable,FirstOrDefault
NetFramework471,v4.7.1,v4.7.1,Queryable,GroupBy
NetFramework471,v4.7.1,v4.7.1,Queryable,GroupJoin
NetFramework471,v4.7.1,v4.7.1,Queryable,Intersect
NetFramework471,v4.7.1,v4.7.1,Queryable,Join
NetFramework471,v4.7.1,v4.7.1,Queryable,Last
NetFramework471,v4.7.1,v4.7.1,Queryable,LastOrDefault
NetFramework471,v4.7.1,v4.7.1,Queryable,LongCount
NetFramework471,v4.7.1,v4.7.1,Queryable,Max
NetFramework471,v4.7.1,v4.7.1,Queryable,Min
NetFramework471,v4.7.1,v4.7.1,Queryable,OfType
NetFramework471,v4.7.1,v4.7.1,Queryable,OrderBy
NetFramework471,v4.7.1,v4.7.1,Queryable,OrderByDescending
NetFramework471,v4.7.1,v4.7.1,Queryable,Reverse
NetFramework471,v4.7.1,v4.7.1,Queryable,Select
NetFramework471,v4.7.1,v4.7.1,Queryable,SelectMany
NetFramework471,v4.7.1,v4.7.1,Queryable,SequenceEqual
NetFramework471,v4.7.1,v4.7.1,Queryable,Single
NetFramework471,v4.7.1,v4.7.1,Queryable,SingleOrDefault
NetFramework471,v4.7.1,v4.7.1,Queryable,Skip
NetFramework471,v4.7.1,v4.7.1,Queryable,SkipWhile
NetFramework471,v4.7.1,v4.7.1,Queryable,Sum
NetFramework471,v4.7.1,v4.7.1,Queryable,Take
NetFramework471,v4.7.1,v4.7.1,Queryable,TakeWhile
NetFramework471,v4.7.1,v4.7.1,Queryable,ThenBy
NetFramework471,v4.7.1,v4.7.1,Queryable,ThenByDescending
NetFramework471,v4.7.1,v4.7.1,Queryable,Union
NetFramework471,v4.7.1,v4.7.1,Queryable,Where
NetFramework471,v4.7.1,v4.7.1,Queryable,Zip
NetFramework472,v4.7.2,v4.7.2,Enumerable,Aggregate
NetFramework472,v4.7.2,v4.7.2,Enumerable,All
NetFramework472,v4.7.2,v4.7.2,Enumerable,Any
NetFramework472,v4.7.2,v4.7.2,Enumerable,Append
NetFramework472,v4.7.2,v4.7.2,Enumerable,AsEnumerable
NetFramework472,v4.7.2,v4.7.2,Enumerable,Average
NetFramework472,v4.7.2,v4.7.2,Enumerable,Cast
NetFramework472,v4.7.2,v4.7.2,Enumerable,Concat
NetFramework472,v4.7.2,v4.7.2,Enumerable,Contains
NetFramework472,v4.7.2,v4.7.2,Enumerable,Count
NetFramework472,v4.7.2,v4.7.2,Enumerable,DefaultIfEmpty
NetFramework472,v4.7.2,v4.7.2,Enumerable,Distinct
NetFramework472,v4.7.2,v4.7.2,Enumerable,ElementAt
NetFramework472,v4.7.2,v4.7.2,Enumerable,ElementAtOrDefault
NetFramework472,v4.7.2,v4.7.2,Enumerable,Empty
NetFramework472,v4.7.2,v4.7.2,Enumerable,Except
NetFramework472,v4.7.2,v4.7.2,Enumerable,First
NetFramework472,v4.7.2,v4.7.2,Enumerable,FirstOrDefault
NetFramework472,v4.7.2,v4.7.2,Enumerable,GroupBy
NetFramework472,v4.7.2,v4.7.2,Enumerable,GroupJoin
NetFramework472,v4.7.2,v4.7.2,Enumerable,Intersect
NetFramework472,v4.7.2,v4.7.2,Enumerable,Join
NetFramework472,v4.7.2,v4.7.2,Enumerable,Last
NetFramework472,v4.7.2,v4.7.2,Enumerable,LastOrDefault
NetFramework472,v4.7.2,v4.7.2,Enumerable,LongCount
NetFramework472,v4.7.2,v4.7.2,Enumerable,Max
NetFramework472,v4.7.2,v4.7.2,Enumerable,Min
NetFramework472,v4.7.2,v4.7.2,Enumerable,OfType
NetFramework472,v4.7.2,v4.7.2,Enumerable,OrderBy
NetFramework472,v4.7.2,v4.7.2,Enumerable,OrderByDescending
NetFramework472,v4.7.2,v4.7.2,Enumerable,Prepend
NetFramework472,v4.7.2,v4.7.2,Enumerable,Range
NetFramework472,v4.7.2,v4.7.2,Enumerable,Repeat
NetFramework472,v4.7.2,v4.7.2,Enumerable,Reverse
NetFramework472,v4.7.2,v4.7.2,Enumerable,Select
NetFramework472,v4.7.2,v4.7.2,Enumerable,SelectMany
NetFramework472,v4.7.2,v4.7.2,Enumerable,SequenceEqual
NetFramework472,v4.7.2,v4.7.2,Enumerable,Single
NetFramework472,v4.7.2,v4.7.2,Enumerable,SingleOrDefault
NetFramework472,v4.7.2,v4.7.2,Enumerable,Skip
NetFramework472,v4.7.2,v4.7.2,Enumerable,SkipWhile
NetFramework472,v4.7.2,v4.7.2,Enumerable,Sum
NetFramework472,v4.7.2,v4.7.2,Enumerable,Take
NetFramework472,v4.7.2,v4.7.2,Enumerable,TakeWhile
NetFramework472,v4.7.2,v4.7.2,Enumerable,ThenBy
NetFramework472,v4.7.2,v4.7.2,Enumerable,ThenByDescending
NetFramework472,v4.7.2,v4.7.2,Enumerable,ToArray
NetFramework472,v4.7.2,v4.7.2,Enumerable,ToDictionary
NetFramework472,v4.7.2,v4.7.2,Enumerable,ToHashSet
NetFramework472,v4.7.2,v4.7.2,Enumerable,ToList
NetFramework472,v4.7.2,v4.7.2,Enumerable,ToLookup
NetFramework472,v4.7.2,v4.7.2,Enumerable,Union
NetFramework472,v4.7.2,v4.7.2,Enumerable,Where
NetFramework472,v4.7.2,v4.7.2,Enumerable,Zip
NetFramework472,v4.7.2,v4.7.2,Queryable,Aggregate
NetFramework472,v4.7.2,v4.7.2,Queryable,All
NetFramework472,v4.7.2,v4.7.2,Queryable,Any
NetFramework472,v4.7.2,v4.7.2,Queryable,AsQueryable
NetFramework472,v4.7.2,v4.7.2,Queryable,Average
NetFramework472,v4.7.2,v4.7.2,Queryable,Cast
NetFramework472,v4.7.2,v4.7.2,Queryable,Concat
NetFramework472,v4.7.2,v4.7.2,Queryable,Contains
NetFramework472,v4.7.2,v4.7.2,Queryable,Count
NetFramework472,v4.7.2,v4.7.2,Queryable,DefaultIfEmpty
NetFramework472,v4.7.2,v4.7.2,Queryable,Distinct
NetFramework472,v4.7.2,v4.7.2,Queryable,ElementAt
NetFramework472,v4.7.2,v4.7.2,Queryable,ElementAtOrDefault
NetFramework472,v4.7.2,v4.7.2,Queryable,Except
NetFramework472,v4.7.2,v4.7.2,Queryable,First
NetFramework472,v4.7.2,v4.7.2,Queryable,FirstOrDefault
NetFramework472,v4.7.2,v4.7.2,Queryable,GroupBy
NetFramework472,v4.7.2,v4.7.2,Queryable,GroupJoin
NetFramework472,v4.7.2,v4.7.2,Queryable,Intersect
NetFramework472,v4.7.2,v4.7.2,Queryable,Join
NetFramework472,v4.7.2,v4.7.2,Queryable,Last
NetFramework472,v4.7.2,v4.7.2,Queryable,LastOrDefault
NetFramework472,v4.7.2,v4.7.2,Queryable,LongCount
NetFramework472,v4.7.2,v4.7.2,Queryable,Max
NetFramework472,v4.7.2,v4.7.2,Queryable,Min
NetFramework472,v4.7.2,v4.7.2,Queryable,OfType
NetFramework472,v4.7.2,v4.7.2,Queryable,OrderBy
NetFramework472,v4.7.2,v4.7.2,Queryable,OrderByDescending
NetFramework472,v4.7.2,v4.7.2,Queryable,Reverse
NetFramework472,v4.7.2,v4.7.2,Queryable,Select
NetFramework472,v4.7.2,v4.7.2,Queryable,SelectMany
NetFramework472,v4.7.2,v4.7.2,Queryable,SequenceEqual
NetFramework472,v4.7.2,v4.7.2,Queryable,Single
NetFramework472,v4.7.2,v4.7.2,Queryable,SingleOrDefault
NetFramework472,v4.7.2,v4.7.2,Queryable,Skip
NetFramework472,v4.7.2,v4.7.2,Queryable,SkipWhile
NetFramework472,v4.7.2,v4.7.2,Queryable,Sum
NetFramework472,v4.7.2,v4.7.2,Queryable,Take
NetFramework472,v4.7.2,v4.7.2,Queryable,TakeWhile
NetFramework472,v4.7.2,v4.7.2,Queryable,ThenBy
NetFramework472,v4.7.2,v4.7.2,Queryable,ThenByDescending
NetFramework472,v4.7.2,v4.7.2,Queryable,Union
NetFramework472,v4.7.2,v4.7.2,Queryable,Where
NetFramework472,v4.7.2,v4.7.2,Queryable,Zip
NetFramework48,v4.8,v4.8,Enumerable,Aggregate
NetFramework48,v4.8,v4.8,Enumerable,All
NetFramework48,v4.8,v4.8,Enumerable,Any
NetFramework48,v4.8,v4.8,Enumerable,Append
NetFramework48,v4.8,v4.8,Enumerable,AsEnumerable
NetFramework48,v4.8,v4.8,Enumerable,Average
NetFramework48,v4.8,v4.8,Enumerable,Cast
NetFramework48,v4.8,v4.8,Enumerable,Concat
NetFramework48,v4.8,v4.8,Enumerable,Contains
NetFramework48,v4.8,v4.8,Enumerable,Count
NetFramework48,v4.8,v4.8,Enumerable,DefaultIfEmpty
NetFramework48,v4.8,v4.8,Enumerable,Distinct
NetFramework48,v4.8,v4.8,Enumerable,ElementAt
NetFramework48,v4.8,v4.8,Enumerable,ElementAtOrDefault
NetFramework48,v4.8,v4.8,Enumerable,Empty
NetFramework48,v4.8,v4.8,Enumerable,Except
NetFramework48,v4.8,v4.8,Enumerable,First
NetFramework48,v4.8,v4.8,Enumerable,FirstOrDefault
NetFramework48,v4.8,v4.8,Enumerable,GroupBy
NetFramework48,v4.8,v4.8,Enumerable,GroupJoin
NetFramework48,v4.8,v4.8,Enumerable,Intersect
NetFramework48,v4.8,v4.8,Enumerable,Join
NetFramework48,v4.8,v4.8,Enumerable,Last
NetFramework48,v4.8,v4.8,Enumerable,LastOrDefault
NetFramework48,v4.8,v4.8,Enumerable,LongCount
NetFramework48,v4.8,v4.8,Enumerable,Max
NetFramework48,v4.8,v4.8,Enumerable,Min
NetFramework48,v4.8,v4.8,Enumerable,OfType
NetFramework48,v4.8,v4.8,Enumerable,OrderBy
NetFramework48,v4.8,v4.8,Enumerable,OrderByDescending
NetFramework48,v4.8,v4.8,Enumerable,Prepend
NetFramework48,v4.8,v4.8,Enumerable,Range
NetFramework48,v4.8,v4.8,Enumerable,Repeat
NetFramework48,v4.8,v4.8,Enumerable,Reverse
NetFramework48,v4.8,v4.8,Enumerable,Select
NetFramework48,v4.8,v4.8,Enumerable,SelectMany
NetFramework48,v4.8,v4.8,Enumerable,SequenceEqual
NetFramework48,v4.8,v4.8,Enumerable,Single
NetFramework48,v4.8,v4.8,Enumerable,SingleOrDefault
NetFramework48,v4.8,v4.8,Enumerable,Skip
NetFramework48,v4.8,v4.8,Enumerable,SkipWhile
NetFramework48,v4.8,v4.8,Enumerable,Sum
NetFramework48,v4.8,v4.8,Enumerable,Take
NetFramework48,v4.8,v4.8,Enumerable,TakeWhile
NetFramework48,v4.8,v4.8,Enumerable,ThenBy
NetFramework48,v4.8,v4.8,Enumerable,ThenByDescending
NetFramework48,v4.8,v4.8,Enumerable,ToArray
NetFramework48,v4.8,v4.8,Enumerable,ToDictionary
NetFramework48,v4.8,v4.8,Enumerable,ToHashSet
NetFramework48,v4.8,v4.8,Enumerable,ToList
NetFramework48,v4.8,v4.8,Enumerable,ToLookup
NetFramework48,v4.8,v4.8,Enumerable,Union
NetFramework48,v4.8,v4.8,Enumerable,Where
NetFramework48,v4.8,v4.8,Enumerable,Zip
NetFramework48,v4.8,v4.8,Queryable,Aggregate
NetFramework48,v4.8,v4.8,Queryable,All
NetFramework48,v4.8,v4.8,Queryable,Any
NetFramework48,v4.8,v4.8,Queryable,AsQueryable
NetFramework48,v4.8,v4.8,Queryable,Average
NetFramework48,v4.8,v4.8,Queryable,Cast
NetFramework48,v4.8,v4.8,Queryable,Concat
NetFramework48,v4.8,v4.8,Queryable,Contains
NetFramework48,v4.8,v4.8,Queryable,Count
NetFramework48,v4.8,v4.8,Queryable,DefaultIfEmpty
NetFramework48,v4.8,v4.8,Queryable,Distinct
NetFramework48,v4.8,v4.8,Queryable,ElementAt
NetFramework48,v4.8,v4.8,Queryable,ElementAtOrDefault
NetFramework48,v4.8,v4.8,Queryable,Except
NetFramework48,v4.8,v4.8,Queryable,First
NetFramework48,v4.8,v4.8,Queryable,FirstOrDefault
NetFramework48,v4.8,v4.8,Queryable,GroupBy
NetFramework48,v4.8,v4.8,Queryable,GroupJoin
NetFramework48,v4.8,v4.8,Queryable,Intersect
NetFramework48,v4.8,v4.8,Queryable,Join
NetFramework48,v4.8,v4.8,Queryable,Last
NetFramework48,v4.8,v4.8,Queryable,LastOrDefault
NetFramework48,v4.8,v4.8,Queryable,LongCount
NetFramework48,v4.8,v4.8,Queryable,Max
NetFramework48,v4.8,v4.8,Queryable,Min
NetFramework48,v4.8,v4.8,Queryable,OfType
NetFramework48,v4.8,v4.8,Queryable,OrderBy
NetFramework48,v4.8,v4.8,Queryable,OrderByDescending
NetFramework48,v4.8,v4.8,Queryable,Reverse
NetFramework48,v4.8,v4.8,Queryable,Select
NetFramework48,v4.8,v4.8,Queryable,SelectMany
NetFramework48,v4.8,v4.8,Queryable,SequenceEqual
NetFramework48,v4.8,v4.8,Queryable,Single
NetFramework48,v4.8,v4.8,Queryable,SingleOrDefault
NetFramework48,v4.8,v4.8,Queryable,Skip
NetFramework48,v4.8,v4.8,Queryable,SkipWhile
NetFramework48,v4.8,v4.8,Queryable,Sum
NetFramework48,v4.8,v4.8,Queryable,Take
NetFramework48,v4.8,v4.8,Queryable,TakeWhile
NetFramework48,v4.8,v4.8,Queryable,ThenBy
NetFramework48,v4.8,v4.8,Queryable,ThenByDescending
NetFramework48,v4.8,v4.8,Queryable,Union
NetFramework48,v4.8,v4.8,Queryable,Where
NetFramework48,v4.8,v4.8,Queryable,Zip
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Aggregate
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,All
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Any
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Append
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,AsEnumerable
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Average
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Cast
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Concat
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Contains
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Count
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,DefaultIfEmpty
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Distinct
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ElementAt
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ElementAtOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Empty
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Except
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,First
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,FirstOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,GroupBy
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,GroupJoin
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Intersect
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Join
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Last
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,LastOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,LongCount
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Max
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Min
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,OfType
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,OrderBy
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,OrderByDescending
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Prepend
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Range
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Repeat
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Reverse
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Select
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,SelectMany
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,SequenceEqual
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Single
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,SingleOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Skip
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,SkipLast
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,SkipWhile
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Sum
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Take
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,TakeLast
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,TakeWhile
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ThenBy
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ThenByDescending
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ToArray
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ToDictionary
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ToHashSet
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ToList
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,ToLookup
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Union
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Where
NetCoreApp31,3.1.0,netcoreapp3.1,Enumerable,Zip
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Aggregate
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,All
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Any
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Append
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,AsQueryable
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Average
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Cast
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Concat
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Contains
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Count
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,DefaultIfEmpty
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Distinct
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,ElementAt
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,ElementAtOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Except
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,First
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,FirstOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,GroupBy
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,GroupJoin
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Intersect
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Join
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Last
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,LastOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,LongCount
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Max
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Min
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,OfType
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,OrderBy
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,OrderByDescending
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Prepend
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Reverse
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Select
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,SelectMany
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,SequenceEqual
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Single
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,SingleOrDefault
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Skip
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,SkipLast
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,SkipWhile
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Sum
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Take
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,TakeLast
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,TakeWhile
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,ThenBy
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,ThenByDescending
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Union
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Where
NetCoreApp31,3.1.0,netcoreapp3.1,Queryable,Zip
Net50,5.0.0,net5.0,Enumerable,Aggregate
Net50,5.0.0,net5.0,Enumerable,All
Net50,5.0.0,net5.0,Enumerable,Any
Net50,5.0.0,net5.0,Enumerable,Append
Net50,5.0.0,net5.0,Enumerable,AsEnumerable
Net50,5.0.0,net5.0,Enumerable,Average
Net50,5.0.0,net5.0,Enumerable,Cast
Net50,5.0.0,net5.0,Enumerable,Concat
Net50,5.0.0,net5.0,Enumerable,Contains
Net50,5.0.0,net5.0,Enumerable,Count
Net50,5.0.0,net5.0,Enumerable,DefaultIfEmpty
Net50,5.0.0,net5.0,Enumerable,Distinct
Net50,5.0.0,net5.0,Enumerable,ElementAt
Net50,5.0.0,net5.0,Enumerable,ElementAtOrDefault
Net50,5.0.0,net5.0,Enumerable,Empty
Net50,5.0.0,net5.0,Enumerable,Except
Net50,5.0.0,net5.0,Enumerable,First
Net50,5.0.0,net5.0,Enumerable,FirstOrDefault
Net50,5.0.0,net5.0,Enumerable,GroupBy
Net50,5.0.0,net5.0,Enumerable,GroupJoin
Net50,5.0.0,net5.0,Enumerable,Intersect
Net50,5.0.0,net5.0,Enumerable,Join
Net50,5.0.0,net5.0,Enumerable,Last
Net50,5.0.0,net5.0,Enumerable,LastOrDefault
Net50,5.0.0,net5.0,Enumerable,LongCount
Net50,5.0.0,net5.0,Enumerable,Max
Net50,5.0.0,net5.0,Enumerable,Min
Net50,5.0.0,net5.0,Enumerable,OfType
Net50,5.0.0,net5.0,Enumerable,OrderBy
Net50,5.0.0,net5.0,Enumerable,OrderByDescending
Net50,5.0.0,net5.0,Enumerable,Prepend
Net50,5.0.0,net5.0,Enumerable,Range
Net50,5.0.0,net5.0,Enumerable,Repeat
Net50,5.0.0,net5.0,Enumerable,Reverse
Net50,5.0.0,net5.0,Enumerable,Select
Net50,5.0.0,net5.0,Enumerable,SelectMany
Net50,5.0.0,net5.0,Enumerable,SequenceEqual
Net50,5.0.0,net5.0,Enumerable,Single
Net50,5.0.0,net5.0,Enumerable,SingleOrDefault
Net50,5.0.0,net5.0,Enumerable,Skip
Net50,5.0.0,net5.0,Enumerable,SkipLast
Net50,5.0.0,net5.0,Enumerable,SkipWhile
Net50,5.0.0,net5.0,Enumerable,Sum
Net50,5.0.0,net5.0,Enumerable,Take
Net50,5.0.0,net5.0,Enumerable,TakeLast
Net50,5.0.0,net5.0,Enumerable,TakeWhile
Net50,5.0.0,net5.0,Enumerable,ThenBy
Net50,5.0.0,net5.0,Enumerable,ThenByDescending
Net50,5.0.0,net5.0,Enumerable,ToArray
Net50,5.0.0,net5.0,Enumerable,ToDictionary
Net50,5.0.0,net5.0,Enumerable,ToHashSet
Net50,5.0.0,net5.0,Enumerable,ToList
Net50,5.0.0,net5.0,Enumerable,ToLookup
Net50,5.0.0,net5.0,Enumerable,Union
Net50,5.0.0,net5.0,Enumerable,Where
Net50,5.0.0,net5.0,Enumerable,Zip
Net50,5.0.0,net5.0,Queryable,Aggregate
Net50,5.0.0,net5.0,Queryable,All
Net50,5.0.0,net5.0,Queryable,Any
Net50,5.0.0,net5.0,Queryable,Append
Net50,5.0.0,net5.0,Queryable,AsQueryable
Net50,5.0.0,net5.0,Queryable,Average
Net50,5.0.0,net5.0,Queryable,Cast
Net50,5.0.0,net5.0,Queryable,Concat
Net50,5.0.0,net5.0,Queryable,Contains
Net50,5.0.0,net5.0,Queryable,Count
Net50,5.0.0,net5.0,Queryable,DefaultIfEmpty
Net50,5.0.0,net5.0,Queryable,Distinct
Net50,5.0.0,net5.0,Queryable,ElementAt
Net50,5.0.0,net5.0,Queryable,ElementAtOrDefault
Net50,5.0.0,net5.0,Queryable,Except
Net50,5.0.0,net5.0,Queryable,First
Net50,5.0.0,net5.0,Queryable,FirstOrDefault
Net50,5.0.0,net5.0,Queryable,GroupBy
Net50,5.0.0,net5.0,Queryable,GroupJoin
Net50,5.0.0,net5.0,Queryable,Intersect
Net50,5.0.0,net5.0,Queryable,Join
Net50,5.0.0,net5.0,Queryable,Last
Net50,5.0.0,net5.0,Queryable,LastOrDefault
Net50,5.0.0,net5.0,Queryable,LongCount
Net50,5.0.0,net5.0,Queryable,Max
Net50,5.0.0,net5.0,Queryable,Min
Net50,5.0.0,net5.0,Queryable,OfType
Net50,5.0.0,net5.0,Queryable,OrderBy
Net50,5.0.0,net5.0,Queryable,OrderByDescending
Net50,5.0.0,net5.0,Queryable,Prepend
Net50,5.0.0,net5.0,Queryable,Reverse
Net50,5.0.0,net5.0,Queryable,Select
Net50,5.0.0,net5.0,Queryable,SelectMany
Net50,5.0.0,net5.0,Queryable,SequenceEqual
Net50,5.0.0,net5.0,Queryable,Single
Net50,5.0.0,net5.0,Queryable,SingleOrDefault
Net50,5.0.0,net5.0,Queryable,Skip
